id,name,age,gender,city,country,credit_card,full_address,user_source_type,user_status,product_name,category,subcategory,price,date_purchase,quantity,rating,comment,user_id,product_id,date_purchase_id,comment_id,total
2031,b'gAAAAABlumZ1h3g0Vg0m8FfaRzBiQfae86MQUDas4wFFcy39AmQFHqmTgAkjSW1y2YtmIVnW-d7uWSwlDhi1Xis-unc4vWFVUCgutxPa9lki6HLAwwXOvmg=',38,F,Jenkinshaven,Saint Helena,b'gAAAAABlumZ2V51Xdh4DRTX_oFX-l-vplEqhOeZVsL4QLPmQ6V1uSf7LnijD6jHOVNCrCzstejBRy0KeLT0Af43fpG0DZ0vum6Zk-nVx5Kvb5Jud3JbwUI4=',b'gAAAAABlumZ2_jv3tccxCRFXQSb7cA0FsmdIl-GquaBGRevY7aNzChhfUAnygJ3MUr-bhSaEB-TfyR1wGR01YtaV-lWAo2RMs1yqOJLKaejBUQg_abhEHMyVlranXrwaERbORJGoscziEioqJfS-kS6ENiVOSOQaqQ==',Yearly,Active,SofaPlus,Furniture,Sofa,29.0,2019-12-20,6,3,Ea animi repellat id voluptatibus suscipit aut cum.,858,63,292,713,174.0
2032,b'gAAAAABlumZ1aSnC663zBDF7fGA1TFyguHQYyfmcBfMmk5g9tg5LhMmP3h7vJmEZDRBfdRk0MuGk2v1IwpIEvkLz6z5t0uVPUA==',51,M,North Joshuashire,Lesotho,b'gAAAAABlumZ2tGerXnvVm1iENxpYeVMscgfrqi1Qi2fhwRTQw9jTdYNy5EvkyfMALEQz0cbtoOs-TrMuh40NzyXqokL5ox7mPAqTN3E0MH1UQ9TQ6--4Yro=',b'gAAAAABlumZ2VciHF2H_0aKX6Qv5euBngQvxdvB6LvL0cnOCawQmrApVwhjQDFTPPUoDPxWBPtczyimYrpr-Ft8HW1on9pudWWRBNIX7COQcSj8jMPtCl6nrscwMMYpKLEtusKY4yUep',Yearly,Churned,ProPants,Clothing,Pants,88.0,2023-07-17,8,1,Porro consequuntur dolorem deleniti necessitatibus et voluptas.,252,54,1318,1969,704.0
2033,b'gAAAAABlumZ18llggc85AKQ7eRYEvXjK7k97J4TvFnY8Qcas686oE7L31aJXXPadSZ1O-v5yALlAIi5AZ5gq9EcAqZy4h39Tiw==',61,M,East Eugenestad,French Polynesia,b'gAAAAABlumZ2m9u_zEUFfJSJ7fUwdXbAKlda2TlBcYuPLgQdKDxF2ADEdIj9ZKjXm1hD0VyEcTbV2Vdhe_TmcnkIWzvGos6RmqEaxwcwoEapDKe2cwNDVl0=',b'gAAAAABlumZ24XeOFQVfwtrUd6a2MyAx9WGJ5k-78RJe07dgRU3mlewkDBbWtBTvmylUUDmQiD1js0kZ5nj2vcDqDXNbGK4frquHgnLWgdckaL0dQlDlZx8QWVOoh9oIFl36-um_a0aG',Yearly,Active,FreshVegetables,Grocery,Vegetables,84.0,2023-09-24,2,3,Aut labore laborum adipisci aperiam quos.,268,32,1375,253,168.0
2034,b'gAAAAABlumZ1ATqVBW_hrts23EzGgeOV2ZqPfTLXlijLIEDcA2I8TlJymtidvcw5cfW-YWSfZrOepaXWy7y04knKEeh6Ilqz0A==',42,M,Karenberg,Latvia,b'gAAAAABlumZ2CVDCN0bJSsa2KL_ZOZNqJ_Re_ew2iKvtMu-TzKwK9-p9kENdNk8BM_fbBa5qu7YcI0iZlfo0831q2V5bcSqwumGQRqdvp9bQBTxUILXn-6M=',b'gAAAAABlumZ2ct0yp_j209jwzS83Pzi-v9ZyYJ0uxSwaSzijCnwxcZN4DYFBODan9GTZK6cJ7KR_uD19ypb-v0sxWOsM29aSpS7aFUPlspNCvUAsBhh9yh5dw9MurnzkGnlnIYfmuXMhnxFLWTCc8ZUHY6g8EzDU6Q==',Monthly,Churned,TablePlus,Furniture,Table,77.0,2023-09-22,8,5,Omnis distinctio voluptas aut nulla.,867,67,1373,1891,616.0
2035,b'gAAAAABlumZ1KOq1FHvoJED217JzQK3_GMvyFjgznbUYibbgoDZGnDw2F_i-iwrKmVYDHyqHHJZjMOCKnlYHZ-JUr3wveytxqluGNshXvki-E8FC6O5Ea7M=',45,F,South Joshua,North Macedonia,b'gAAAAABlumZ2XqijJJB93dYri7spO7mhe6pa_h5gLXNbrniKzhcJapr-IKr8WQf0sNKZKA2YP48HzXU7rBJqcs-fE-k4PyImB5iUWYaGA-9sjKsO86zU2Hc=',b'gAAAAABlumZ2LCkYzMiZ1kbg3qMkCWuJHvUmaQ5JzzmLF6E7K3506PPX_09pK0VpSd35HQaZiN8-1ay9nQHtfjxFCkmS8htokixOpqVfFEewLoZajxzDRzE2ukXXc9fH4ry4cxOZ_IJbgR3onhhSGWGdH-Lu-YD7TA==',Monthly,Churned,ComfortChair,Furniture,Chair,513.0,2020-10-27,7,3,Nemo qui ut laborum quasi nihil.,284,21,526,1681,3591.0
2036,b'gAAAAABlumZ1bcpYaujQ7pG9E5uYK6jFblCcLGb885a2iLQu8P6YYg7ppmn_COuwF7wdrKeXfuteZwKXfERPrRYD3ka97505Pg==',43,M,South Jeffreyberg,Congo,b'gAAAAABlumZ2XGBqp60oljfklvUg6qY0uwxMmWAnAGPMKPhoEgdiajoIeJgOFoqpKtJvSbhS9twSGgqv-JGQwfQbUes3_MF1QjUE5q5VuNLw8tftOg4QIMg=',b'gAAAAABlumZ2F3R_pWfenYbXYyXL_qHZUu97INjKx39sLcyugZruvn2gUC_ola8zZ73IcgmVyew_EHnSwlmeLg4AQ7C5Uc0JKRkzCu-jrCFaTYe2O9r9OW3OGPuA24ENbPskeWrM0h9jAkwzLHP078hpdgWfmKl-zg==',Rarely,Churned,FictionTales,Books,Fiction,6.0,2023-01-11,3,4,Magnam voluptate aut quis tempore quasi.,271,29,1169,1526,18.0
2037,b'gAAAAABlumZ1cde4FRuNDWcwfQrhyIq75nBku0qsSQO0-R2z8ykbEhYtXAo9WJVOxgICnAQUuCVAiLcmD8ICGqTy3w01iNs4wg==',60,F,East Pamelaside,Bahamas,b'gAAAAABlumZ2WYXIWbESlOsGL1vrbiuW22gFXONet3GAtsMBHpyVhvHXMIjAhpstN3mbqQdblADjUjWPaLzNsrEL2BSX0HK0NH5tLfZEET4OML9HHN6fWgU=',b'gAAAAABlumZ2HPkzSx1XwgJmTitw_WR39qdKeaB-YRj3-GHxYgikIG35Mpe36rY7VaAwxlNIKfJJKvWYDJI4fFPJXviD2imkVIRv9SfRlbsToCiA8A_viMUgTKj-wv3-tJVE4qC4L4IQ',Yearly,Active,LaptopMaster,Electronics,Laptop,668.0,2021-01-31,4,5,Error in nemo sed alias accusamus eveniet cumque.,29,36,607,829,2672.0
2038,b'gAAAAABlumZ1qeIkp1-GFpXHsphKDC-CNgFomO4yFdbA10LQMWjUPpu5fAuk9WYli-qUJIEG9mNYzkucexjwKROAfeqaSxPIlA==',41,M,Susanburgh,Liberia,b'gAAAAABlumZ208C8x5fAyLsFMqrys46j8LdnqTRs1f0xJQjIlGMlnOkTTKj1TXg1CP4c50ku853jO1DtcoefXNrBbTuitLIMkW3ylV2fSCOFqKfa0yLhtFQ=',b'gAAAAABlumZ2qBcSEqRcllzQtLUMMApZDk5WC-SODp8my9YWeQmje1DWNPZ9GM7Y-iW3Xtr2URAokK0Xui-5BbuFwOT4ANnCpkEpBDcKBtA_Z7AUcr2ocBSpNR_xkPOLjxWmxtdGqkJ2IE8QXGCTRpgYEtSByHx83Q==',Yearly,Active,BeveragesBurst,Grocery,Beverages,534.0,2023-03-13,1,5,Voluptates dolore aut commodi adipisci deserunt.,1225,1,1223,2973,534.0
2039,b'gAAAAABlumZ1_s_OerT20zWB-OrQjWRwU2WXOBHAHnu0Cqx-_hYWpViAiSfqlepU-6nKBdEQlgdGDzLfUbxkQkN0I_9Ru7yT7Q==',19,F,Lake Steventon,Czech Republic,b'gAAAAABlumZ29FMUSNvHGvsFsp8-f2pNBWMPLkT5gRULRTgz6SBalJttaeNhsQAgWcEhOzCesS7GWZYYpxpBnBg0RXWfIlO6tS418Ai5Kd9JiJQhHtGmw84=',b'gAAAAABlumZ2SHYTHYSogdfUyomFTU_37BBGcy4SLYQ9m0b1bV4U7qTuaqCABujZ6IsVMeW8jQIjGUeLhCujuAdhs9mW_-T8qELyMd1qOXSrl1VtQWekjs-gLle-5UixYqnwzWKMZiJ82Ru5WZzIshWq9W5hsuqa6Q==',Yearly,Churned,ComfortChair,Furniture,Chair,161.0,2020-12-01,8,1,Illo dolorem nam quo et architecto blanditiis.,37,21,554,1281,1288.0
2040,b'gAAAAABlumZ1Mx_NQbx39M_9TNmgCejmgPqaonNOdKiszM6C-DrAJxJFtVpGsc4DTYTEhfqYxDeZ3pgqjvBXJjGw59jaUn_Nfg==',26,F,Tiffanytown,Mismatched Country,b'gAAAAABlumZ2z92ZILku7ebWV5A2CnOx204RaqQhwmDAYRcLT7IVz3gMn-JjGqDV3kvnjS6d8xVcXPN-QpQojwednL4ezBmQg6025ViOoLZxrGjH7gIThzM=',b'gAAAAABlumZ2Hpia-Ah3-LRR0yI1WDr7dCtrwP-QuX596kjInop9bKXQ72Zio0-bq4_RGiJ4fQJXdeIOhNh4vSmbRa1m0-PYOAZABR971v0YxDNBnxpi5N53DsrBNByUS1dsCwCdMMVg596FufIIGMSgStM3KSlQ1g==',Yearly,Churned,VegetablesBurst,Grocery,Vegetables,49.0,2021-03-02,9,4,Odit molestiae autem voluptatem officia quae laboriosam.,305,77,634,1853,441.0
2041,b'gAAAAABlumZ1lHwY7XDkEzS8TckEp8p-koeuHXjvD2JhUNR9mbYTGGJSu79PMmuXEQG9M0Peoj8ae7L200mo76SK6vjza-csew==',20,M,East Mathew,Cook Islands,b'gAAAAABlumZ2vVVvCza0wvUFY18Jf7xCRbOCKVJbtlmu9wrBMtkZHkkk-uzlapc3dpJuXk0Vm_6tjP0oX5WC4lumLC_eO63G_Nd_W3X6xktuYZ4Oz5LS8Zs=',b'gAAAAABlumZ2Rq3s2xAXDeEW3OvQwUpTcnmr8mE-DRFMzQQoPnggxUCOFkgi97JgrEBMwYSw52ew_-OfQFASrWmPl-X_Oc9AV9bjGumAeimUp-aLW-Hfj5nu0Y5MABijMKNMCDv41WDlpyJGfWH6TOqLb4gAgqkJdQ==',Monthly,Active,Non-fictionGuide,Books,Non-fiction,95.0,2023-11-22,1,2,Enim necessitatibus qui qui deleniti deserunt ut in.,755,45,1426,793,95.0
2042,b'gAAAAABlumZ1IF4QwrSCUz71Wah3O1P63kgpWcnP7fMoyoZHDGc2LQwFp_N18QCufGw3UqKei6wCkp70AVCZtZXltuETy5zSUg==',50,M,South Patricia,Georgia,b'gAAAAABlumZ2mmf_UyBnR2rOzrUqC12ArzVhTSWdYvoBxRYdFG8-96LrhQZ-mx_rFgZxtJnnrtK3gWqYSfZJL5_NczFsmHw7Ifp9rNqd4hrdNaiqjrVIhW0=',b'gAAAAABlumZ2Lg5QiqA85MnOr7RXSSAQIBTrCaQ5g6AmXauX3GXqaVUqN67ESPLgRS541p2tIDqNy4BxJAiI7vM1yO97tnDQdvQa9sazYDnVRNjIJHcKAE4bh30VWM5K-FkOAk5t0a62-oBEebP83-qv2zwtc8m3Bw==',Rarely,Churned,SofaDeluxe,Furniture,Sofa,911.0,2022-10-01,9,2,Incidunt neque tempore aut totam ullam magni.,230,61,1086,1351,8199.0
2043,b'gAAAAABlumZ1EVYhaAFUOEkNufI8wHpt0Hf4e0m_jjm2uA7DmxmvhZQ1FO3oTrGV5gutsfj_MLv7RbW8R72TnAoC3CcVyziWEw==',69,F,North Heather,China,b'gAAAAABlumZ20Y26Vxc53_U3zkvTqBpS9zfv8g0J1GoJTlKXNRAC7PhNjfl-7qVtks8ke2IYEG-6HPGEpXMRUvCJmeoe2cBtaGcpqXESCtjiraf3jtyh-Vg=',b'gAAAAABlumZ2-JYMupnbfnHRgoOOnBkfoTStXtKdCrPN5lu4z9bFXXMZBPi7fQrSuDP6_YQGcAVG97Ri3UaVDNt0KnUln5ufd0ta1YZYIUhW9FFqkBw8ZVguryJN14NiwZEQ8TlQd1fJ',Yearly,Active,SofaDeluxe,Furniture,Sofa,1.0,2023-09-12,9,1,Odio corporis voluptas deleniti enim.,960,61,1366,1829,9.0
2044,b'gAAAAABlumZ1mRzXrVC7vE5gdvihxdC7nEWjb5QMTsUfc5WA-jLfovYgCYq9L1IFpIRt46f1-LRhjxgT6UEfvvawzL2gLU3tNg==',45,M,Woodland,Grenada,b'gAAAAABlumZ2CifMTosbDk6Q56sYzYCgzCvd060gdEFiwXzXVRjZkbjy8zLT7waNuvmHqR8zo0VPQbM-QF9bejOiHJuF_-NF_vtLx5Mk5DsoLY4uW9AIllA=',b'gAAAAABlumZ2Do4sb5PnXAKL3ZP5GPCf2XqOPe-xpWN8eN-HP49Iw7xXko8rHOwduSW8jolbaMybZypppXY6A93kbpnTlFEB2GZSxtLluAsrh3JvvO-7sHAi0YGrxQi29jzPlnJjZg8e',Rarely,Churned,ProJacket,Clothing,Jacket,913.0,2023-01-17,6,4,Ad nam voluptas voluptatem eveniet.,295,52,1174,51,5478.0
2045,b'gAAAAABlumZ1iens9l6_adxR5Qfq7yIp2ecVLdNFKMPyc6OiubLAk6CeUY_l1LITCf_LPkbvmcyGSo-LpYIZaO45U6-kSZK9Lg==',23,F,Westmouth,Monaco,b'gAAAAABlumZ2k8SqnZ-8cR128RxvTH7egPXxm29OSVzkTx-3Ij4uEB6_-IcShk2-nu8Eato4TNEh1rrqZ0j1EWndgd4K7oZYMjKC4HkckBX0DjdpY8W6Zzs=',b'gAAAAABlumZ2wAs3t5wWakU_IMJM0MVOcasvXfAyeNfYvPfqv2-KAuOx_bb_0JO0SaYA8oaaXorSpoAdPXNXyW8lDlzNVCdhoFS3drSkRWGetdjd4gj7KRbr89msEFX8zXMJDbU_E-LLLcB_tFwig1swxtP0rINtlw==',Rarely,Churned,Non-fictionTales,Books,Non-fiction,870.0,2020-10-16,9,4,Quibusdam officia eos et neque nihil illum laboriosam.,410,46,516,2211,7830.0
2046,b'gAAAAABlumZ1Ty_gP8oD5qzYDKlT7E9Of55rTzhgoI64m9cbWKUY_y4l4vAgeJVLEazR7_HT_LSWY1bFTd_K6LLM66LHeWhlOA==',66,M,Smithbury,Jersey,b'gAAAAABlumZ2YvP0ZOX2PturKuenVec6V24ntj22x73ELmfeSTcK8YBD97b8LhYq827QEVDiSBAVX1CDII8ktYRVUo4JGRpHKlMIm_gqa7SepWb1SrwS0Eo=',b'gAAAAABlumZ2sbBNjrDJ74qk-JLv6dmuHyQwxapp0wKyZ8gEg4oKMdvMP3x-YyzvNWStmf2SzsfTDLgivneXPGP32uXfUluRDfZTgLPRmxgiQ5ysIWWsbER1pmdffjx1gxaKCTB8KVmL',Yearly,Active,Category:FurnitureTable,Furniture,Table,853.0,2022-06-22,8,2,Expedita debitis quia aliquid ut omnis error sapiente.,582,13,1009,1136,6824.0
2047,b'gAAAAABlumZ1Z6u0SAED2f2OEOMv_w-jMSe15swUvUJUD3T43dQXKZ8HB_RJzUx7lKdr-ipQKydYtxZGb53cljjGm7iJIYpuwA==',64,F,Chenstad,Guinea,b'gAAAAABlumZ21oX6VCB-sPci1sOKt-hlf8ff_aLULgORHnLNrX0WBi2J7cv0OE7-g-QAdHYo3kLAzYGhxdNkrLwaejHLxJmdSd9XFIWZr0A3e4ckclIRGVc=',b'gAAAAABlumZ2pW9wMgGStzBEgl016uVBbPxhv2Rfy9FbGj2vgANUwNYp82ptfyvuJ3A1k4V21uhg9T73G-hlOjdhuIJ3_BV-ic6l-6YCDAiPatNkv5g57R4zknKyd3Gaw80S_ldlzSpR',Monthly,Churned,PantsFits,Clothing,Pants,29.0,2022-07-23,7,1,Ullam aliquid nostrum quidem amet adipisci est fuga quod.,520,47,1030,2681,203.0
2048,b'gAAAAABlumZ10TIKwrVBPLrl0fhv91TieEEcyw33KvXNysDWloZpuyBiXTAFMUuO57X-RDzWUOjlIvMwu32qM29NSODmdP-aIQ==',24,M,Michaelberg,Switzerland,b'gAAAAABlumZ2dIuuz47V2rXcx_WtRwSsjRmZP-w9k_R2QyEh64Opewz-iZHs-wsY795mqjcu9nGLqlpr9rgE8Ac7aiJFv-EeOL_pdmEkpvLe6jaC2qPYpfc=',b'gAAAAABlumZ23XfwGMSlElrkoXdpOpnZq4qYrwzfKAWXdaothymAYOdTt2b5ERf8e9q-zU82GpL2HnTZ7FkSsrtcd_jTw9CPGa4DVWRFHHNPCs0JnPVDimjRcgzb3UtBSUCzR1DucqMW_T-jDYVaMfpQVcjvScTSrA==',Rarely,Churned,ShirtWear,Clothing,Shirt,805.0,2022-12-03,7,5,Et dolores culpa et.,135,59,1138,944,5635.0
2049,b'gAAAAABlumZ1ToI4x7SCiHIGS4wKtpRg9WGX4LfajtWKVfsKgIeFX9aYT9ImF-0jjONWe0kpNPUMaKui5JeMLlNkvweHYOOYzfW4IWMsP0vwqAC6gHIxJBI=',54,F,Bryanthaven,Tanzania,b'gAAAAABlumZ2WZG2_f7bWgcFeM7O_cy1Ovm1Khmp7CoLS7t_iK-gBx4JE_NlKOTYbdYrZBlnlKPEwvpzyjFFP4_MbHjx6jRO3tdjoug9odxDw8mnYkc2D-s=',b'gAAAAABlumZ2ELCrN5AJThAzn1wz7o5ouvwHJzn8A_fTdUWRlEWW3gTI91gcH76oh24WusPtRBEnPZ1VcRechTuALHI-KZk8QvQ9bjs0bu1PSemaOPqnKX9Nc0jbFHIjSslVQJrYqySF',Yearly,Active,LaptopPro,Electronics,Laptop,791.0,2022-04-18,9,5,Impedit enim rerum ut qui sequi amet.,1081,37,956,1311,7119.0
2050,b'gAAAAABlumZ1T45MMFgYLkm1V6PVixET6gKkeQnoMAtlX2vO7xLNjFhJ4c6-ipMqi5yRDnc0PoH7VKoj7ifuov1BJvN1qAmQrmYUTIUNzfdeycfWWOz0JUY=',61,F,Mcleanport,Serbia,b'gAAAAABlumZ2qOEqDVuC8MHtzxPTl8hhEeEgJ9BNFEQj-vEf-k3_asPnE8s-OvleYtEJ3GuEhHDjc2oFuRiDzCXR-6A-L9f6aC2sJaOnpRMoLuopZsYGoW0=',b'gAAAAABlumZ2MSQND84cc02UQYqReaU3hBWQ-z3M3fHNoU43Hk8pEkSy9vtSr8EaU6J8jIDPhhrKREm4nxNOfzW03AizsVcklWIp5sYCxGoDg438hN09CHNOub5g8QfrQx9FZVA0Zfv_4PybkPcus9eswSW1Woud-g==',Yearly,Churned,VegetablesBurst,Grocery,Vegetables,19.0,2021-04-15,9,2,Excepturi esse rerum atque quasi doloremque.,1217,77,668,1108,171.0
2051,b'gAAAAABlumZ1uWPfjpjnkuOqBCfqQagt2MaYzei2fBLU8ZQb0FClq9Wx609sB4-ArWQU6ZPZw2SPF_FypB6VnnwYgn8eufukGA==',44,M,Jonesport,Guadeloupe,b'gAAAAABlumZ2K2WEcM751q545EmeP3X0wu7qHCiI_BUEqQSK26CV0zZT5Loa_zc5W31Ngccnhzmb7vC5hF5tCED3EmukhOrFNE6oz_vD9rR6NShZT4ksdgE=',b'gAAAAABlumZ2kCcyzGOJ_416eSkfzIzHaaF-p7T-X-qOZeJ-mkz_2TGOoupOV-r5Nam4hjM_cUuEB6mhTpQml3dXeEdGeW9qBjWKd0Q_dXCmY82DP6taIqxrOKrYXzvxfvHs5xFvqYR2',Yearly,Churned,ShirtFits,Clothing,Shirt,490.0,2019-11-06,4,1,Et porro qui expedita nihil blanditiis voluptas.,522,57,257,1005,1960.0
2052,b'gAAAAABlumZ1OMp44VK1hkouFPlror5SYH01iTR8LPWczeKy475IpNxmE_9Ns4Nc7yzTgCamTfj43EDDD5C4Ekrl0eI6caGZpA==',63,F,Leahton,Albania,b'gAAAAABlumZ2XZ3jUdp2P6pMGvQQfMtSQ93l-hPjLOp0XOaaasL7mZ9hETv6t692aprk5izOrYyyGWLisZBl7xOYeeNZIKCNIaPPbRlufofsKed5lcq8OHI=',b'gAAAAABlumZ2zVQHQh15NNNDzBalnnOhcqmgxkciNA025BS1UIyXe7AF0fjULa8s86Rx4U_kT12p8TOz0J0iE4xjCEa4HpiuuXRtlGWry_9KRZgX1sOhMyzbY_TWBbmeKYNVjTEnCmM5rMGFSSDsUBHjQT8vcNCI4g==',Yearly,Active,SnacksBurst,Grocery,Snacks,36.0,2019-01-12,7,4,Quis ut repellat enim dolor sapiente corporis.,329,60,9,2247,252.0
2053,b'gAAAAABlumZ1M68NQ8cQma4hQVHBCaiZhnQtAoUYTWA-_atM0VBxmnMRFTsZM6GWKqm5a8YbP1EV2EQ69BJJl5_bvaKaVzDYMA==',25,F,Lake Lindseychester,Australia,b'gAAAAABlumZ2Xg1f6ERXQSoet6eMT_3JTprnymWsWVAgbtWohSYwL4bPyHl_tD07DOypz7eFf45X6QCyC9mQqvMf0J33vfBcCDPPnpN6EemhSSDSweOHp3I=',b'gAAAAABlumZ2qb5DPeCKHRvcHqK34cvnmqY7pRR7mLalx1Mf_9xLkMRyWPitZh7Dxmn0QOEtWHA2Z9ZM51f_rvhNqNp4OgPB_FG-4bsBpNA-KA7_wD4e-e3cTtYOFXuJIRGmJfx82VD4',Yearly,Active,UltraSpeaker,Electronics,Speaker,41.0,2022-03-14,1,5,Earum nulla vero accusantium ipsam vero sit iusto.,693,76,927,755,41.0
2054,b'gAAAAABlumZ1iAMo3X33brQhsXauTPARthD_GUCIucB53s1T1h6gBQhWyDPx98Vzm7Aj69aI6UNzJ2R8WfU582ZHSRdxD9E2Uw==',83,F,Proctormouth,Bermuda,b'gAAAAABlumZ2ticDXD9FnRZ_gbTareCuRHADfyH3USW48wf6m7aKoWUm44ghz91Q1_6BTDhcbq0rmD84yZoEbZPSsyShywLPCqVsvkH49Ghui52NfQVEKeU=',b'gAAAAABlumZ25fA9rn1CfGL8DTfNYEWYPbNgC53fuDhWsaa-Z1btQ88ta2hTgc02WDFjEx8WvHYAHLSRBibWAVGIeidyKO1X73kLhyZk3Cbav7bWMlMg7_2b5aAaz0fAHtwEqfUqMBCJ',Yearly,Active,EducationalGuide,Books,Educational,57.0,2020-01-03,9,2,Quos asperiores aut nesciunt ratione.,861,24,303,2306,513.0
2055,b'gAAAAABlumZ1_nEkN3U1iD_7B9s0HIKKM8snLeicfqzsjAYOVNTL7Tnkb2fMtB6UOHXQnWyl3yahmczChIQTPD9hTjGNZD69tg==',44,M,East Joseville,Liberia,b'gAAAAABlumZ2C5SXegJEQrfpZcoOrr0j6RD4PYC20V0xZtZtXeJk4A_0JqjjoPMbOEmRztcNNrV3IO2MyokY5ND19KO880OXzwgcUZy3a5v0iQFeMGl_360=',b'gAAAAABlumZ2nFj22SWAvNb3yWwZ-3vzpyMladLa0TCp4FZ7O-dw-LaxU5qWFfMwkYDiCeKKMEv3__smLlAzBrs_KbXcPm9mJRpAQFJLrhZcr_rCrdgYBj2-hwwG8KMK9vTwxqbzEfeQ',Yearly,Churned,PhonePro,Electronics,Phone,340.0,2022-04-30,8,4,Non nam tempore et magni vel qui.,682,50,965,1767,2720.0
2056,b'gAAAAABlumZ1I2LtFkUOOfVPzi5Svh4pvPI31BQ2SUpIFPYBt65VTvKFYf-5lDtee35N0ZWbMz2Z9-7TVxOsiGsiJ7hkzC_Qpw==',67,M,Cervantesbury,Brazil,b'gAAAAABlumZ28Ge1eI9x0X8pp-ZaJ3ziQmtiLvp4IMtOUWk1uzuROFQ9uiT-f9bdVACLoTv_A6IBb7xbZH9nBtEd73QVLjo7XOac5gg9uogdFH2rkrxDPnM=',b'gAAAAABlumZ2l1fWFHtRzCobez0fzhWMVYJLyeBEL4NWYlSHHmmZ47iB8By4pkPLv1socx66kkDXt1HVpu4s64myqvwSgg6bKyql_VPV3FVJav1ltraW2CJQZvOphDxKb_ZlTqrMfHAH',Yearly,Churned,UltraLaptop,Electronics,Laptop,361.0,2022-04-17,10,5,Voluptatem ex ab recusandae similique et qui aut.,1190,74,955,2939,3610.0
2057,b'gAAAAABlumZ1HkklZIifZenH_9yxqPzsmYq6JNMoVaSTqlw4HYBdPcEohUWIpXflrDajNmLQT53pZO9Fk2crdppbTSsnwdwiCw==',60,M,Cochranchester,Belgium,b'gAAAAABlumZ21Er5FuHpLiCU8FrOq7pzZN4222iYsinSimvfj6YdIpfZrx3ZCYf9G2WecQuyzVC6fbTk37i1VHFJfLr_WLUXtlfnF3pV1EVgrDMwMlc3e9w=',b'gAAAAABlumZ2DV_O0qN1CkyLXliZSHflmYDclULHi9Mp8QMyzMZJg7i3YeMB3OxsLWEQtgcRBbNhYM8mGJGmowEnenIyS08Tog8oRZcecGjF0NwCukTB8ANJjSacpAcD99kYrrih4TrC',Yearly,Active,ComfortSofa,Furniture,Sofa,299.0,2023-09-03,3,1,Delectus nihil et deserunt similique et reiciendis.,108,22,1358,517,897.0
2058,b'gAAAAABlumZ1HFyBGuX00MlR4TxZGhNaefepd4ZDOGTjnxwu_P-ooJMLIrDLBfJ_dpTshoVlB6nA7eyPITHd3CKzZ95dgNx_8RDYISl6vToo10-22UuivVk=',77,M,North Michael,Lao People's Democratic Republic,b'gAAAAABlumZ2qqYAceswY2DqGUnts3luYOrLt-DzCVMLvpnErY0plh5Fd5DYdIEsNiLZDw2qmVs0An1MyThmWQIf0KlKBisjISnuTQU4LckTBt9atx20vjc=',b'gAAAAABlumZ2qQ0W4Pkq8AgbLF_UVodXk_5PYY7y2Dg15GW18RoSEtne2qTGHosBhFs7-QmJUB1WWya-fPTuqZiAHtk0A2Vk4s2B7U3TQcFXnftLM6Y33EEkMzOPUyjoiJND-k7gqG3_9mCMFuivR-nWXdr-wn5SNw==',Yearly,Churned,ShirtWear,Clothing,Shirt,70.0,2021-12-07,9,2,Nostrum neque voluptates totam iusto qui.,961,59,857,1796,630.0
2059,b'gAAAAABlumZ1BFXEM1IBthsMqVDX5tRwIQwEJc-dKt2D8R10OTMIRzPwmiNCmh6v3bH9Dr60FKgmyW4BMJ6I51sYxSvNWe8odXED5N1VgepJKN99c0NqPMw=',47,M,South Larryshire,Nigeria,b'gAAAAABlumZ2mfs-hYGC0fX1N1SkedgfpZZ_X34q5c51ZyP5_4PELNmI2LV3anv45gTL93d7qmWeBR_l4P8J14NS1Ks5KpGgLpzqvrNGWl_mG11vnImosFk=',b'gAAAAABlumZ2ObAHmBTHfjUCTgLKJFpnq_TvWh08LhScClB9RSe-rUmXr9EjnnGDe4b0w94wDrVJ4aRFmWG0kdS8hyYpN6EMsk3jkgo9U4_zOncwVVSkw2o5hWhSoif4Kw7hjyJt3lZI',Yearly,Churned,BeveragesBurst,Grocery,Beverages,28.0,2021-12-20,4,2,Exercitationem sunt veritatis praesentium ut ad aliquid.,844,1,864,1129,112.0
2060,b'gAAAAABlumZ1AltUGrBPkg9LCi8M29VGkb8MoTX2PwayRjhyS7F3Ydgdw2uajlJeOUcm1fm7OkQvJfnVRCDdthtkOK7erTSHGA==',20,M,South Lisa,Lithuania,b'gAAAAABlumZ2DrlsnmGkWuPBtUMZj1Bn3R0XCkCJ6M3wuZZOno2VNaD6TL3VQectcXfzgdvYtDa-Eti2EjtNdQBFRe_br6-5s9ascatZhahuy2WGwFAwQL4=',b'gAAAAABlumZ2Cq7pHQPfXnDTZNR2PqtrXyBne8rnR9ky2a7dZY2iYaw29O1jMtxLv2Z9gXXDyvJ9JYzCHX4KgrgQtOs9gNdcynr6XjEm6WELSJhJXz0Kj1FsGHo5PreDSlvuF4l3h91G',Yearly,Churned,FreshSnacks,Grocery,Snacks,728.0,2021-06-17,4,1,Officia sequi maxime amet tempore harum adipisci.,363,31,719,1870,2912.0
