id,name,age,gender,city,country,credit_card,full_address,user_source_type,user_status,product_name,category,subcategory,price,date_purchase,quantity,rating,comment
2111,Kim Jackson,150,M,Gutierrezburgh,Mismatched Country,2295155843759483,"5553 Sharon Crossroad Apt. 368, East Barbaraside, AS 37658",Yearly,Active,SofaDeluxe,Furniture,Sofa,-2.00,2021-11-05,8,4,Voluptas qui necessitatibus error et omnis.
2112,Bradley Wong,1,M,South Martin,Lebanon,2365615607238052,"391 Cummings Unions Apt. 031, Reginaldfurt, IL 57561",Monthly,Active,ComfortChair,Furniture,Chair,655.00,2021-06-30,8,2,Voluptatem aut quis accusamus libero.
2113,Amanda Lucero,0,M,North Carl,Falkland Islands (Malvinas),2281262927918047,"474 Javier Landing, Davisville, IN 07973",Yearly,Churned,FreshBeverages,Grocery,Beverages,662.00,2023-05-16,8,5,Ducimus aut quaerat et.
2114,Dennis Ewing,-4,M,New Alexis,Netherlands,2406337587170905,"41387 Blake Glens, Lake Coreyfort, NM 85875",Yearly,Active,The Art of Educational,Books,Educational,746.00,2021-05-17,10,2,Dolore impedit eos ut vitae est qui aut omnis.
2115,Melissa Sharp,0,M,Karenberg,Latvia,5134331046758220,"03247 Tanya Glens Suite 683, Brownside, MA 90804",Monthly,Churned,ChairDeluxe,Furniture,Chair,-78.00,2019-08-26,8,5,Dolor iusto consectetur vitae sit.
2116,Cindy Wells,61,M,Port Carla,Norfolk Island,2705543753524811,"Unit 7552 Box 4265, DPO AP 37113",Monthly,Active,SofaDeluxe,Furniture,Sofa,-2.00,2021-10-05,5,4,Est odit earum dolore labore explicabo voluptatum fuga.
2117,Matthew Green,-4,M,Ashleyland,Tajikistan,5227803388114160,"16551 Rios Ports Apt. 807, Taraberg, UT 99802",Yearly,Churned,ComfortChair,Furniture,Chair,-5.00,2019-06-04,9,3,Explicabo in quas quia et inventore cumque et.
2118,Frederick Ward,2,M,Taylorshire,Dominica,2718423015652020,"53883 David Village Apt. 299, Brianburgh, GU 29842",Yearly,Active,PantsWear,Clothing,Pants,-62.00,2021-05-05,4,5,Blanditiis qui et voluptas laudantium repellendus nemo.
2119,James Perkins,-2,M,East Leslie,Cambodia,2702268280423963,"914 Kathy Crest, East Vincent, WI 57131",Yearly,Active,ShirtWear,Clothing,Shirt,-61.00,2022-11-07,9,3,Quo autem velit ex expedita harum necessitatibus totam.
2120,Troy Clark,52,M,Cummingsmouth,Nauru,2242877603047767,"5854 Nicole Loaf, Tylershire, CO 44581",Yearly,Churned,TableDeluxe,Furniture,Table,-97.00,2022-01-12,6,2,Nemo nesciunt quo vel.
2121,Kyle Peters,-5,M,North Michael,Mismatched Country,2720117551989756,"4941 Clifford Ports Suite 603, Port Peter, AZ 72158",Yearly,Churned,UltraLaptop,Electronics,Laptop,-33.00,2021-01-22,6,5,Aliquam nihil sint rerum dolor deserunt voluptas aut.
2122,Brian James,14,M,Port Rebeccahaven,American Samoa,2720818579358110,"5060 James Mountains, Norrisstad, GA 75224",Yearly,Active,ChairDeluxe,Furniture,Chair,840.00,2023-11-04,3,3,Repellat eos cupiditate ut dicta.
2123,Angela Nguyen,3,M,Kaiserbury,Mongolia,5174321047892905,"0751 Timothy Corners Suite 206, Lake Jason, HI 22376",Yearly,Churned,PantsWear,Clothing,Pants,855.00,2022-10-18,7,3,Et dolores similique vitae ea aut libero.
2124,Christopher Solis,64,F,Ellisfort,Suriname,2412947573637824,"80004 Kristine Wells Suite 727, North Sandra, CO 32908",Rarely,Churned,FreshVegetables,Grocery,Vegetables,331.00,2020-09-01,10,4,Ea temporibus repudiandae porro.
2125,Jonathan Villarreal,46,M,Johnfurt,Tokelau,2295352056295046,"00545 Harmon Curve Suite 398, Lake Diane, NY 34670",Monthly,Churned,FreshSnacks,Grocery,Snacks,-65.00,2019-11-11,8,5,Nisi repellendus quibusdam aut error illum architecto dolorem.
2126,William Andrews,150,M,New Codyshire,Uruguay,2718545785271738,"2581 Miller Park, Lake Lindseyville, GA 34101",Rarely,Active,TableDeluxe,Furniture,Table,-68.00,2019-10-29,2,1,Labore nobis repellat exercitationem distinctio.
2127,Patrick Reeves,-5,F,West Rebecca,United States Minor Outlying Islands,5191423607614437,"3789 Hayes Club, East Larry, UT 87227",Monthly,Churned,TableDeluxe,Furniture,Table,156.00,2020-03-13,3,5,Omnis quam et aspernatur officiis neque incidunt distinctio similique.
2128,Melissa Cook,19,F,Lake Julia,Malaysia,2240565906800683,"546 Meagan Drives Apt. 241, East Robert, WA 61464",Yearly,Active,FictionGuide,Books,Fiction,-91.00,2019-09-10,6,4,Commodi corrupti voluptatem autem quo.
2129,Ethan Hernandez,1,F,Lake Jameston,Cape Verde,2232874085853483,"546 Alec Haven Apt. 393, Lake Robertview, AR 32427",Yearly,Churned,VegetablesBurst,Grocery,Vegetables,-71.00,2022-02-10,7,5,Sunt adipisci maxime sapiente et.
2130,Diana Miller,-3,F,New Amandahaven,Estonia,2277613399753427,"4885 Serrano Point, Autumnfurt, MA 63448",Yearly,Active,ComfortTable,Furniture,Table,-31.00,2021-05-02,9,1,Est rerum vel et ullam iure magni exercitationem quia.
2131,Dennis Salazar,34,F,Lake Paul,Guadeloupe,2430035901947244,"USNS Nelson, FPO AP 17561",Monthly,Churned,FreshSnacks,Grocery,Snacks,-78.00,2021-08-25,6,2,Vitae quia saepe veniam id enim vero.
2132,Sarah Reid,78,F,East Shawnashire,Colombia,2254930319609803,"72024 Lori Spur, New Laura, TN 20543",Yearly,Churned,NULL,Clothing,Jacket,-50.00,2022-10-06,9,1,Ut et modi dolores quo voluptatem consequatur deleniti.
2133,Tiffany Daniels,67,F,Lisahaven,Estonia,2239533416120698,"4012 Humphrey Drive, South Darren, SD 79785",Yearly,Active,JacketFits,Clothing,Jacket,-51.00,2020-03-01,4,1,Ducimus perferendis velit consequatur qui rerum non.
2134,Maria George,39,F,North Timothybury,Albania,2700353171609250,"47840 Serrano Square, Amberside, GU 96725",Monthly,Churned,LaptopMaster,Electronics,Laptop,-86.00,2023-02-05,7,1,Incidunt est iusto iure cupiditate optio.
2135,Jasmine Shelton,150,F,East Cynthiafort,United Arab Emirates,5568248585964685,"PSC 6723, Box 7550, APO AP 63315",Rarely,Active,JacketFits,Clothing,Jacket,-43.00,2024-01-07,6,1,Voluptas ipsam amet nulla qui hic.
2136,Jasmin Harrison,58,F,Roseshire,Liberia,2432084966276311,"3115 Casey Summit Apt. 795, South Tracyton, PW 58336",Rarely,Active,ChairPlus,Furniture,Chair,-66.00,2019-01-10,3,3,Vel excepturi aut alias labore aliquam incidunt.
2137,Sara Gonzalez,80,M,Lake Robert,Canada,2251936295374117,"3725 Thomas Streets Suite 661, Michaelside, CT 12247",Yearly,Churned,The Art of Educational,Books,Educational,-10.00,2020-05-31,7,5,Minus est cum cum.
2138,Michael Alvarez,150,M,Port Mirandaberg,British Virgin Islands,2668704662036579,"USNS Barron, FPO AA 37001",Rarely,Active,TastySnacks,Grocery,Snacks,39.00,2023-11-28,4,1,Natus aspernatur quia cupiditate aut temporibus.
2139,Shawn Spencer,150,F,North Cristianland,Zimbabwe,2720915926272893,"5195 Long Trafficway Apt. 813, Meganton, ND 39958",Monthly,Active,PantsWear,Clothing,Pants,855.00,2023-12-28,2,1,At ullam qui ullam voluptatibus a laborum.
2140,Kyle Cunningham,150,M,Cruzburgh,Palau,2238316323702324,"998 Larry Common Suite 011, Lake Vincentmouth, IN 16994",Yearly,Active,ProPants,Clothing,Pants,-66.00,2021-09-09,3,3,Id repellendus possimus excepturi aut porro repellendus exercitationem.
2141,Kevin Phillips,150,F,Haleyborough,Gibraltar,2462049730155201,"PSC 9007, Box 2825, APO AP 96818",Yearly,Active,FictionGuide,Books,Fiction,-73.00,2021-03-23,8,3,Nemo molestiae explicabo iste.
2142,Thomas Avery,150,F,Gwendolynchester,Madagascar,2230994204916235,"8558 Linda Estate Apt. 765, Leeborough, SC 78671",Rarely,Churned,BeveragesBurst,Grocery,Beverages,339.00,2022-01-05,5,4,Quod in sit deleniti ut.
2143,William Andrews,150,M,New Codyshire,Uruguay,2718545785271738,"2581 Miller Park, Lake Lindseyville, GA 34101",Rarely,Active,The Art of Educational,Books,Educational,-37.00,2023-09-05,10,2,Id ipsum et et fugiat.
2144,Alan Sanders,150,F,Lake Veronica,Tonga,2325434202739509,"21700 Brittany Prairie Suite 854, East Becky, IA 90516",Rarely,Active,TastySnacks,Grocery,Snacks,-59.00,2019-03-17,6,4,In non iste voluptatem odit blanditiis dolor.
2145,Megan Estrada,-1,M,Susanhaven,Hong Kong,2700911719364108,"PSC 3747, Box 0780, APO AE 70941",Yearly,Churned,FreshVegetables,Grocery,Vegetables,371.00,2021-08-08,9,2,Ratione itaque quia consequatur expedita excepturi molestias fugiat illum.
2146,Amanda Robinson,36,M,Port Andrewmouth,Ecuador,2226556260162131,"036 Miranda Ridges Apt. 956, New Gabrielle, OK 39137",Rarely,Active,FictionTales,Books,Fiction,942.00,2019-11-24,3,4,Explicabo quam maxime rerum recusandae voluptas assumenda sapiente.
2147,Jessica Buchanan,67,M,Ericstad,Iraq,2265488213719647,"974 Hopkins Trail Suite 883, West Pamela, MA 41649",Yearly,Active,ProJacket,Clothing,Jacket,-33.00,2021-05-19,6,3,Et animi neque ut at aut nam.
2148,Vanessa Huber,150,M,Ewingbury,Serbia,2445201335108109,"9646 Joseph Roads Apt. 543, New Teresa, PR 10971",Monthly,Active,EducationalGuide,Books,Educational,-71.00,2019-02-28,2,5,Dolore eos dolor ut quis at hic qui laudantium.
2149,Timothy Weaver,150,F,East Donaldchester,Tokelau,2706594999791473,"554 Graves Crossing Suite 199, Berryfurt, MA 86543",Rarely,Active,LaptopPro,Electronics,Laptop,-54.00,2023-12-16,2,5,Culpa qui cum saepe soluta.
2150,Brian Pierce,150,M,New Danielle,Chad,2412855913198094,"75970 Barbara Meadow, Richardbury, NY 70392",Yearly,Active,ProPants,Clothing,Pants,-34.00,2019-09-26,3,3,Dicta reprehenderit corrupti nostrum consequatur velit.
2151,Keith Crawford,-2,M,Kaitlinland,Peru,2290740555797998,"USNV Cook, FPO AP 64324",Yearly,Churned,ChairPlus,Furniture,Chair,201.00,2022-01-10,5,4,Iste numquam necessitatibus et deserunt velit fugiat earum et.
2152,Joseph Johnson,150,M,Lake Lauraborough,Malta,2279405054660502,"63364 Brian Turnpike, Morrisberg, PR 93838",Yearly,Churned,ChairDeluxe,Furniture,Chair,92.00,2023-03-03,10,4,Fuga rerum aut eos quos quisquam dolorum autem.
2153,Michael Campbell,34,F,New Jenniferview,Panama,2500068885025799,"123 Hall Stream, Port Lauren, PA 22848",Rarely,Churned,PantsWear,Clothing,Pants,-48.00,2021-08-31,10,2,Enim facere eligendi qui voluptatem voluptatem aspernatur debitis.
2154,David Underwood,4,F,Amyland,Malaysia,2409967192886045,"4028 Lori Lodge, Cherylton, LA 51371",Yearly,Active,TablePlus,Furniture,Table,12.00,2020-06-22,3,2,Molestiae id vitae mollitia accusamus.
2155,Robert Smith,90,F,North Michellehaven,Greece,2276476072997740,"2326 Martinez Avenue, West Denise, RI 82790",Yearly,Active,ChairDeluxe,Furniture,Chair,395.00,2021-06-11,7,4,Ipsam temporibus qui assumenda voluptates.
2156,Oscar Bush,26,F,Reynoldsshire,Lebanon,2716911615369807,"913 Welch Lodge Apt. 729, Nancyshire, WY 09998",Monthly,Churned,The Art of Fiction,Books,Fiction,881.00,2019-09-18,4,1,Et quia voluptate placeat.
2157,Daniel Dickerson,56,M,South Shelby,Czech Republic,5406870458338980,"139 Johnson Field, West Robertfort, DE 80656",Yearly,Churned,ShirtWear,Clothing,Shirt,970.00,2019-02-20,8,3,Voluptates harum sunt non a.
2158,Paige Morrison,40,F,East John,San Marino,2231998548107046,"2762 Karen Manors, Millerchester, KS 16281",Yearly,Active,TableDeluxe,Furniture,Table,-69.00,2021-07-10,10,2,Dolores non explicabo totam corrupti exercitationem magni aliquam temporibus.
2159,Marc Barker,16,F,West Jesus,Palestinian Territory,2706183873898115,"155 Anita Islands, New Victorland, VA 55165",Monthly,Churned,FreshSnacks,Grocery,Snacks,-11.00,2021-09-16,6,4,Harum ipsum quo nesciunt nostrum ducimus veritatis voluptas.
2160,Anthony Ramos,1,M,Melissashire,French Guiana,5221205660298669,"8426 Gonzalez Brooks Suite 396, Zimmermanshire, HI 29075",Yearly,Active,FictionTales,Books,Fiction,-73.00,2020-12-15,8,4,Consectetur itaque doloremque rem quam incidunt.
2161,James Nichols,150,M,Markberg,Barbados,2286452787436595,"213 Alexandra Circle Apt. 857, Rogersport, NY 41171",Yearly,Churned,FreshVegetables,Grocery,Vegetables,-73.00,2022-10-25,10,2,Quisquam fugit quis aut alias nisi.
2162,Kevin Wright,150,M,North Allen,Saint Pierre and Miquelon,2239030432134571,"67570 Fox Isle, Lake Normanborough, IN 05383",Yearly,Churned,TastyBeverages,Grocery,Beverages,589.00,2020-05-28,9,5,Quia molestiae harum neque delectus ut quidem voluptatem.
2163,Maria Freeman,150,M,Lake Hannah,United Arab Emirates,2265480515754166,"4841 French Mountain, New Jessicashire, CT 28504",Yearly,Active,PhoneMaster,Electronics,Phone,155.00,2019-09-07,1,1,Est porro dicta accusantium labore ipsum sint.
2164,Zachary Meadows,46,M,Brooketon,Netherlands Antilles,2233819556870200,"66834 Melissa Street, Port Sarafurt, PW 03913",Yearly,Churned,SpeakerMaster,Electronics,Speaker,-77.00,2022-08-03,2,4,Dolor vel veniam et tenetur atque odio officiis.
2165,Kayla Moore,-4,F,Thompsonstad,Cuba,2285540500943342,"4212 Palmer Mission Apt. 278, New Jasonhaven, ID 90222",Yearly,Active,BeveragesBurst,Grocery,Beverages,273.00,2023-12-14,9,4,Accusantium doloremque tempore non et laborum totam officia itaque.
2166,Austin Ramos,2,M,Cochranchester,Belgium,5590787626051400,"22886 Rhonda Grove Suite 519, West Stevenhaven, TX 75093",Yearly,Churned,Non-fictionTales,Books,Non-fiction,-31.00,2020-09-26,9,1,Sit repellat occaecati accusamus.
2167,Tracy Kirk,150,F,Ruthhaven,Andorra,2720353121279861,"USS Ayala, FPO AE 40221",Monthly,Churned,MegaLaptop,Electronics,Laptop,-32.00,2021-04-21,8,3,Iure occaecati provident modi eius.
2168,Christopher Gardner,0,M,Robertshire,Chad,2229914952210865,"806 Johnson Glens, Briannashire, ND 26816",Yearly,Active,SpeakerMaster,Electronics,Speaker,163.00,2021-08-10,10,1,Corrupti qui et maiores vel qui.
2169,Holly Evans,91,F,Clarkmouth,Togo,2410368399564716,"724 Lisa Ports, Stevenborough, UT 49232",Yearly,Active,ChairPlus,Furniture,Chair,733.00,2020-04-17,2,4,Natus itaque voluptatum a fuga numquam dolor est.
2170,Rachel Rodriguez,150,F,Lake Christopherville,Bouvet Island (Bouvetoya),2250348796536585,"14799 Jillian Inlet Apt. 990, Johnport, OK 45007",Rarely,Churned,ShirtFits,Clothing,Shirt,-37.00,2020-11-10,10,5,Sit magni amet totam.
2171,Kyle Cunningham,150,M,Cruzburgh,Palau,2238316323702324,"998 Larry Common Suite 011, Lake Vincentmouth, IN 16994",Yearly,Active,EducationalTales,Books,Educational,549.00,2022-12-25,9,1,Laborum assumenda labore libero cupiditate quo.
2172,Tracey Lynn MD,150,F,West Tamara,Colombia,5157767817158771,"626 Richard Villages Suite 691, Michaelside, MT 11801",Yearly,Churned,NULL,Furniture,Table,-61.00,2022-12-04,6,5,Esse quis tenetur et ex ea sed suscipit.
2173,Mrs. Catherine Howard,60,F,Port Gabriel,Cambodia,2245581222920282,"912 Rebecca Views, Brittanyside, DC 44113",Monthly,Active,PantsFits,Clothing,Pants,-100.00,2019-05-20,5,5,Atque harum commodi fugiat est.
2174,Sean Krueger,1,M,North Jacquelineside,Belarus,2350570673531897,"9477 Michelle Summit, South Margaretview, FL 78202",Rarely,Churned,TastySnacks,Grocery,Snacks,-35.00,2019-10-26,10,5,Repudiandae omnis dolore veritatis ipsam error eum.
2175,Paula Campbell,150,M,Amandastad,Mauritania,5126829586169823,"83290 Susan Garden, Lake Danielle, ME 10604",Yearly,Churned,ComfortSofa,Furniture,Sofa,-60.00,2019-03-09,9,5,Aut accusantium et necessitatibus aperiam sed recusandae.
2176,Patricia Herrera,150,M,West Lauren,Sweden,2252724540801889,"7495 Daniel Expressway Apt. 285, Jennifermouth, MP 00926",Monthly,Churned,FreshVegetables,Grocery,Vegetables,-69.00,2022-01-09,1,2,Nostrum rem quo et mollitia magnam delectus.
2177,Cristian Cook,95,F,Kristineton,Monaco,2712864319255968,"3041 Christopher Ford, West Adamstad, FL 90482",Monthly,Active,FreshVegetables,Grocery,Vegetables,-95.00,2020-02-21,1,2,Explicabo fugiat non ea architecto aut enim error magnam.
2178,Janice Alvarado,150,M,Williamstown,Netherlands Antilles,5455543501389090,"3093 Flores Junctions, Lesliemouth, AL 60240",Yearly,Active,JacketFits,Clothing,Jacket,77.00,2022-12-17,5,1,Velit facere officia ipsam ducimus similique nesciunt.
2179,Travis Schultz,66,M,New Melodyport,Nauru,2252207003367507,"USNS Hall, FPO AP 60696",Yearly,Churned,LaptopMaster,Electronics,Laptop,-86.00,2019-01-08,10,2,Commodi dolorum et corporis.
2180,Jessica Bennett,5,F,East Vincent,Malta,2720813258023465,"7651 David Streets, West Amyburgh, GU 17093",Yearly,Churned,ComfortChair,Furniture,Chair,314.00,2021-11-27,7,3,Minima vitae quibusdam dicta sint placeat reiciendis sit mollitia.
2181,Robert Craig,53,F,South Robertview,Lao People's Democratic Republic,2344788896812444,"42209 Angela Square, Murrayton, MA 77827",Yearly,Active,FreshVegetables,Grocery,Vegetables,-73.00,2022-03-28,6,3,Fugit est velit ea excepturi accusantium et quam laudantium.
2182,Thomas Avery,150,F,Gwendolynchester,Madagascar,2230994204916235,"8558 Linda Estate Apt. 765, Leeborough, SC 78671",Rarely,Churned,TastyBeverages,Grocery,Beverages,-35.00,2022-02-08,9,5,Non nostrum quas qui eum.
2183,Renee Hayes,-4,F,North Karenborough,Cocos (Keeling) Islands,5269689876498002,"PSC 2192, Box 6171, APO AA 09110",Monthly,Churned,MegaLaptop,Electronics,Laptop,853.00,2023-12-08,10,4,Laudantium quo accusamus possimus quidem quos sit eveniet adipisci.
2184,Theresa Brewer,47,F,Lake Susanbury,Saint Vincent and the Grenadines,2368115928033545,"8217 Alexis Mountains Suite 492, New Danielleland, ND 18635",Monthly,Churned,VegetablesBurst,Grocery,Vegetables,963.00,2020-07-02,10,1,Aspernatur optio vero molestiae dolores aut deleniti accusantium.
2185,Jose Blair,80,F,Kimberlyfurt,Peru,5542545471752988,"06686 Ramirez Center Apt. 630, Jasmineburgh, MA 46691",Yearly,Churned,BeveragesBurst,Grocery,Beverages,-31.00,2023-09-26,4,2,Debitis maiores vel assumenda qui quos earum qui.
2186,Laura Brooks,24,F,Flowersstad,El Salvador,2375953845544991,"84858 Danielle Alley, West Johnland, CA 69432",Monthly,Churned,EducationalGuide,Books,Educational,586.00,2020-05-20,6,5,In aut adipisci quaerat sint mollitia ex.
2187,Barbara Austin,0,M,North Joseph,Togo,2273639921569209,"2212 Colon Common, Blanchardburgh, DE 10240",Yearly,Active,ChairPlus,Furniture,Chair,555.00,2020-06-02,7,1,Rerum tenetur vitae aut ut.
2188,Ralph Rodriguez,150,F,Amyland,Estonia,2287958359454989,"073 Franklin Heights, West Royland, MI 96514",Yearly,Active,ShirtFits,Clothing,Shirt,-25.00,2022-11-25,1,1,Deleniti error sit assumenda maxime non.
2189,Allison Larson,150,M,Brownton,Saint Pierre and Miquelon,2228000293663763,"738 Tracy Drives Apt. 919, Jenniferstad, MO 38075",Yearly,Churned,MegaLaptop,Electronics,Laptop,1000.00,2022-12-01,2,1,Dolorum deleniti consequatur soluta commodi.
2190,Mary Murphy,86,F,Jenniferside,Italy,2250664368736308,"8009 Christopher Key Apt. 013, North Heiditon, NV 45852",Yearly,Churned,ProPants,Clothing,Pants,-97.00,2023-04-03,1,1,Aliquam iure expedita ut error.
2191,Bethany Lynch,81,F,South Stephanieshire,Martinique,2426724429479493,"0927 Kimberly Pike Apt. 040, Port Brandi, NJ 75759",Monthly,Active,FreshSnacks,Grocery,Snacks,279.00,2022-01-31,5,3,Ullam aliquid quia delectus error.
2192,William Nguyen MD,27,F,Tiffanymouth,Anguilla,2704105237039179,"614 Chapman Ports Apt. 520, Port Sandra, NC 70149",Monthly,Active,PhoneMaster,Electronics,Phone,-65.00,2019-04-13,3,4,Neque iste molestias quos adipisci.
2193,Annette Ruiz,55,M,Guerreroville,Azerbaijan,5362141381583247,"111 Jason Fields, Rodriguezville, CA 30417",Yearly,Churned,UltraSpeaker,Electronics,Speaker,913.00,2023-04-16,10,5,Debitis velit eligendi assumenda repellendus.
2194,Laurie Haynes,64,F,Erinstad,Senegal,2710195569830479,"23046 Robertson Turnpike, New Wendymouth, WY 71292",Yearly,Churned,ComfortChair,Furniture,Chair,-63.00,2022-05-04,1,5,Ipsa enim enim possimus illum ex expedita et.
2195,Megan Mora,-2,M,Wilsonstad,Brazil,2239765721585674,"18193 Kelly Ways, East Robert, AR 19000",Yearly,Active,VegetablesBurst,Grocery,Vegetables,-7.00,2022-06-12,7,3,Vero ipsum iusto natus ipsum voluptatum aut.
2196,James Cook,31,M,East Katherineville,Suriname,5409446708568465,"0713 Jeremy Dam Apt. 872, Port Bryanfurt, NJ 29317",Yearly,Active,FreshVegetables,Grocery,Vegetables,-1.00,2020-01-11,8,3,Vel qui possimus mollitia illum.
2197,Teresa Grant,-3,F,Hansontown,South Georgia and the South Sandwich Islands,2263251333090519,"2350 Justin Forge, Stephensonhaven, IN 75788",Yearly,Active,LaptopMaster,Electronics,Laptop,375.00,2019-01-30,8,3,Ea ea ullam quo.
2198,Michael Hernandez,150,F,East Cesar,Nepal,2290293059644704,"63244 Crystal Forges, Riosview, NJ 66374",Yearly,Churned,ChairPlus,Furniture,Chair,-22.00,2020-03-20,6,4,Aut saepe repellat at.
