"id","name","age","gender","city","country","credit_card","full_address","user_source_type","user_status","product_name","category","subcategory","price","date_purchase","quantity","rating","comment","created_at","updated_at"
"92","Jacqueline Bradford","2","F","Lake Jessicatown","Falkland Islands (Malvinas)","2708577356407856","809 Washington Highway Suite 627, New Tanya, ID 44952","Yearly","Active","PantsFits","Clothing","Pants","-92.00","2019-11-20","10","4","Non deserunt omnis hic architecto id asperiores ut quo.","2024-01-23 08:32:42","2024-01-23 08:32:42"
"93","Jessica Hill","150","M","Barnesside","Guyana","2250008631076482","3109 Cindy Avenue Apt. 621, East Tiffanymouth, MN 03169","Yearly","Churned","ComfortSofa","Furniture","Sofa","915.00","2019-06-21","9","2","Harum corporis et nulla soluta culpa qui.","2024-01-23 08:32:42","2024-01-23 08:32:42"
"94","Thomas Dixon","150","M","South Michael","Macao","2227054782348528","85143 David Lock, Valentinefurt, ND 06584","Rarely","Churned","ComfortChair","Furniture","Chair","27.00","2022-07-30","1","3","Vel praesentium et aut numquam voluptas reprehenderit.","2024-01-23 08:32:42","2024-01-23 08:32:42"
"95","Carolyn Smith","150","M","North Colin","Timor-Leste","2720692572315611","22783 Kelly Parkways, Markston, NJ 92236","Yearly","Churned","LaptopMaster","Electronics","Laptop","627.00","2020-02-13","2","1","Voluptatem eum eum eos sit nobis iste.","2024-01-23 08:32:42","2024-01-23 08:32:42"
"96","Jade Sosa","2","F","Smithport","Dominican Republic","2236150700973238","Unit 7987 Box 9054, DPO AA 40973","Rarely","Active","Non-fictionTales","Books","Non-fiction","821.00","2019-04-28","9","4","Ipsam ullam rem sequi natus nihil et.","2024-01-23 08:32:42","2024-01-23 08:32:42"
"97","Douglas Garcia","5","M","Lake Lisaside","Uganda","5584145469540385","3299 Susan Field, Adammouth, NC 65258","Yearly","Churned","FictionTales","Books","Fiction","728.00","2021-05-24","1","4","Ipsa placeat minima qui et sapiente.","2024-01-23 08:32:42","2024-01-23 08:32:42"
"98","Diana Miller","-3","F","New Amandahaven","Estonia","2277613399753427","4885 Serrano Point, Autumnfurt, MA 63448","Yearly","Churned","FictionTales","Books","Fiction","942.00","2023-10-16","6","1","Et consequatur voluptate eaque est.","2024-01-23 08:32:42","2024-01-23 08:32:42"
"99","Timothy Gibbs","62","F","Birdchester","Turkey","2719927992866774","Unit 2040 Box 7332, DPO AA 37397","Monthly","Active","PantsFits","Clothing","Pants","-29.00","2022-05-05","4","1","Sed debitis amet velit pariatur ex rerum quos.","2024-01-23 08:32:42","2024-01-23 08:32:42"
"100","Lauren Hawkins DVM","41","F","West Monica","Kenya","2262764637177866","7298 Cunningham Key Apt. 925, New Matthew, AR 96816","Yearly","Active","ChairDeluxe","Furniture","Chair","637.00","2021-02-10","10","5","Voluptatem dolore in incidunt quas.","2024-01-23 08:32:42","2024-01-23 08:32:42"
"101","James Holmes","150","F","Port Kimberlyshire","Guernsey","2720073205596747","8516 Stacey Light Suite 919, Jenniferport, TX 34734","Monthly","Active","TableDeluxe","Furniture","Table","-69.00","2019-06-23","7","1","Aliquam ex dignissimos rem delectus.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"102","Anthony Lee","-1","M","East Neilmouth","Heard Island and McDonald Islands","2705884199061194","0201 Powers Field, Davidsonburgh, PR 85813","Rarely","Active","MegaSpeaker","Electronics","Speaker","778.00","2023-09-23","10","5","Ex libero eum magni.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"103","Joseph Delgado MD","150","F","Lake Robertchester","Estonia","2280536696623503","727 Xavier Freeway Suite 270, Martinchester, NJ 54682","Monthly","Active","FreshBeverages","Grocery","Beverages","-42.00","2021-11-24","7","2","Ab qui voluptas ut consequatur est dolore consequatur.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"104","Jennifer Russell","150","F","South Amandaview","Lithuania","2256040154311982","63699 Felicia Crescent, North Annetteview, CO 14945","Yearly","Active","ComfortSofa","Furniture","Sofa","915.00","2023-11-14","5","1","Et ut illum nihil assumenda.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"105","Amber Frost","3","M","Hannahmouth","Tonga","2226779241494676","4255 Lisa Pine Apt. 554, Blakechester, RI 16350","Monthly","Active","BeveragesBurst","Grocery","Beverages","-19.00","2022-11-09","9","5","Vel eum eligendi praesentium odit error accusantium.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"106","Kayla Moore","-4","F","Thompsonstad","Cuba","2285540500943342","4212 Palmer Mission Apt. 278, New Jasonhaven, ID 90222","Yearly","Active",NULL,"Books","Non-fiction","604.00","2022-11-29","7","3","Voluptas ab nihil nemo velit quasi cupiditate.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"107","Kristen Smith","0","F","South Patriciaton","Botswana","5294521304095960","14951 Thornton Circle Apt. 668, Sanchezshire, IN 23040","Yearly","Churned","SpeakerPro","Electronics","Speaker","-49.00","2019-01-06","3","5","Similique amet eveniet natus et.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"108","Eric Martin","150","M","East Adam","Solomon Islands","2709860265475779","066 Price Estates Apt. 087, Parkertown, NV 57006","Yearly","Churned","Non-fictionGuide","Books","Non-fiction","703.00","2020-09-13","2","1","Quia et perferendis aut quia harum veniam enim.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"109","Joseph Wells","150","M","Coxview","Russian Federation","5504010704015071","57696 Lisa Crossing, Lake Lauriemouth, PA 66221","Yearly","Active","ProPants","Clothing","Pants","857.00","2020-07-24","3","5","Quia voluptatum odio possimus nulla reprehenderit voluptas hic odit.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"110","Brian Pierce","150","M","New Danielle","Chad","2412855913198094","75970 Barbara Meadow, Richardbury, NY 70392","Yearly","Active","Non-fictionTales","Books","Non-fiction","556.00","2019-02-23","8","1","Accusamus animi voluptatem odit maiores.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"111","Cynthia Johnston","59","F","Port Amber","United Kingdom","2453898309081706","6890 Elizabeth Forest Apt. 774, North Sarahchester, NM 10003","Yearly","Churned","SpeakerMaster","Electronics","Speaker","891.00","2022-12-28","4","4","Iste ea ut dolores sequi fugiat earum natus.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"112","Lorraine Summers","150","M","West Virginiaburgh","Panama","2224288337606880","47298 Morgan Parks, North Patrickton, SC 53782","Yearly","Active","FictionTales","Books","Fiction","229.00","2022-02-09","3","5","Iure hic molestias at non.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"113","Mary Craig","57","M","Bergerburgh","Argentina","5543317411767602","278 Rebecca Mall, Jacquelinefort, ND 07301","Yearly","Churned","EducationalTales","Books","Educational","-18.00","2019-04-21","7","5","Aut quo et autem nostrum nobis aut repudiandae.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"114","Ryan Vasquez","57","M","North Lukemouth","Madagascar","5249793540551256","001 Smith Mill Apt. 174, Kellyside, WA 97967","Yearly","Churned","FreshVegetables","Grocery","Vegetables","-60.00","2023-01-14","2","1","Amet aliquid molestiae quasi pariatur culpa optio quibusdam.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"115","Dennis Henderson","150","M","South Laura","Russian Federation","2237125564215636","65243 Kimberly Path, Port Jessicastad, NJ 93802","Yearly","Churned","TableDeluxe","Furniture","Table","-22.00","2021-03-19","10","3","Amet magni non quo.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"116","Richard White","-3","M","North Jeffreybury","Liechtenstein","2279209648251129","PSC 4896, Box 3688, APO AE 47772","Rarely","Churned","FreshSnacks","Grocery","Snacks","-30.00","2023-08-17","5","5","Harum esse omnis illum dolorum officiis.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"117","Michael Hampton","5","M","North Carl","Slovenia","5586093738699327","276 Santos Plaza Suite 005, Atkinsonview, VT 14529","Yearly","Active","MegaSpeaker","Electronics","Speaker","-30.00","2022-03-14","6","3","Minus est maiores sed alias.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"118","Rhonda Carey","150","M","New Haley","Palau","2292548400038163","355 Williams Estates, Michelleville, ND 49960","Yearly","Active","TastySnacks","Grocery","Snacks","-57.00","2021-01-04","5","1","Mollitia dolorum aut itaque minus ut expedita et blanditiis.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"119","Kari Anderson","3","F","Leemouth","Albania","2233433456366101","3765 Catherine Vista Suite 870, North Richardton, NC 14401","Monthly","Churned","JacketWear","Clothing","Jacket","446.00","2023-05-22","1","1","Blanditiis optio vitae recusandae qui dolorum.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"120","James Sanders","150","F","Florestown","Saint Kitts and Nevis","2704571596159595","369 Michael Springs, Joshuafurt, ND 01482","Yearly","Active","ChairPlus","Furniture","Chair","-66.00","2019-07-06","3","5","Aut enim nemo id ullam.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"121","Meredith Richardson","150","M","Salasbury","Austria","5252161135449340","91382 Larry Cliff, West Nathanshire, AK 11007","Yearly","Active",NULL,"Clothing","Shirt","100.00","2021-01-05","3","3","Corrupti perspiciatis accusamus ex non deserunt laborum.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"122","Luke Reyes","3","M","New Roseburgh","Australia","2282821365913387","05966 Barton Springs, Cameronfort, NV 69159","Yearly","Active","The Art of Fiction","Books","Fiction","-91.00","2021-10-03","3","2","A ut sit laudantium non.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"123","Nathan Phillips","90","F","Port Justinside","Germany","5299303550855909","0436 Cole Trail Apt. 721, South Nathanfort, NY 62206","Yearly","Churned","ChairWear","Furniture","Chair","-35.00","2020-05-18","2","1","Vero porro pariatur velit itaque rerum.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"124","Robert Rivera","32","M","Carrville","Saint Vincent and the Grenadines","2363378653232949","42125 Kevin Throughway Apt. 903, New Jennifer, NV 45169","Yearly","Active","ChairDeluxe","Furniture","Chair","-52.00","2023-05-16","8","3","Aspernatur omnis cum similique labore illo.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"125","William Lopez","28","F","Allisontown","Eritrea","5402865924203887","USNV Ramos, FPO AP 78816","Yearly","Active","VegetablesBurst","Grocery","Vegetables","-93.00","2019-09-30","5","5","Sequi dolorem et quod ullam et.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"126","Mary Rice","150","F","New Edward","Qatar","5112679180518883","3272 Jacobs Square Suite 553, Johntown, UT 85133","Yearly","Active","UltraPhone","Electronics","Phone","-19.00","2023-12-09","8","1","Hic sed numquam autem ea aut voluptate.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"127","John Martinez","-2","F","Port Denisetown","Uganda","5439703807381578","116 David Extensions, South Keith, OK 89900","Yearly","Churned",NULL,"Clothing","Jacket","196.00","2020-08-06","10","5","Deserunt animi deleniti eum eum maiores consequatur.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"128","Norman Frazier","64","M","South Marychester","Rwanda","5349796815853264","743 Daniel Ridges, Brentburgh, CO 24466","Rarely","Churned","ChairPlus","Furniture","Chair","-66.00","2023-09-08","4","5","Ad consequatur libero maxime porro amet blanditiis sint.","2024-01-23 08:34:46","2024-01-23 08:34:46"
"129","Dr. Rachel Armstrong","67","F","East Zacharymouth","Saint Vincent and the Grenadines","2410312485171267","PSC 7963, Box 5021, APO AP 11717","Monthly","Churned","MegaLaptop","Electronics","Laptop","204.00","2021-03-07","5","2","Illum optio saepe deserunt nisi eum molestiae ut.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"130","Michael Morales","-2","M","Wilsonshire","Argentina","2233367437835166","USCGC Carroll, FPO AA 20749","Yearly","Churned","UltraLaptop","Electronics","Laptop","845.00","2022-01-27","5","3","Explicabo est vel ut quis cum ipsum.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"131","Kevin Mooney","150","F","Thorntonmouth","Ethiopia","2238852120716265","560 Courtney Manor Apt. 875, South Kimberly, WY 83581","Rarely","Churned","EducationalGuide","Books","Educational","446.00","2023-12-25","7","5","Quaerat dolor rerum nobis.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"132","Rhonda Carey","150","M","New Haley","Palau","2292548400038163","355 Williams Estates, Michelleville, ND 49960","Yearly","Churned",NULL,"Furniture","Table","267.00","2022-06-24","3","2","Odio et est et culpa autem.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"133","Christina Andrews","-3","M","Brianborough","Belarus","2579952129853619","46378 Walker Union Apt. 264, Anthonytown, SD 42857","Rarely","Churned","EducationalGuide","Books","Educational","468.00","2019-10-30","1","5","Voluptates omnis officiis ipsa nulla.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"134","Christopher Willis","-3","M","Lake Nicoleton","Mongolia","5409995820702006","65344 Karen Walks Apt. 304, New Jeffrey, PW 39161","Yearly","Churned","TastyBeverages","Grocery","Beverages","-23.00","2019-05-11","1","3","Architecto ipsa maiores recusandae praesentium.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"135","Adam Woods","150","F","Nicholasmouth","Liberia","5323295217659031","691 Brandon Radial Apt. 991, New Thomasmouth, KS 42714","Rarely","Churned","The Art of Non-fiction","Books","Non-fiction","-6.00","2020-07-21","5","3","Et sit qui ut tempore sint.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"136","Lisa Murphy","50","F","Lake Jamesstad","Venezuela","5240619181481512","630 Murray Freeway, Kylefort, ME 92918","Monthly","Churned","TastySnacks","Grocery","Snacks","-27.00","2023-08-15","7","4","Magni quis sit nostrum quis et tempora.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"137","Brenda Clark","-1","F","Lake Aaronborough","Ghana","2309709454422981","4741 Warren Forks Suite 293, New Julie, MS 37884","Yearly","Active","BeveragesBurst","Grocery","Beverages","-38.00","2020-01-27","3","3","Officiis dolorem eligendi voluptatum quam eum sequi.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"138","Peter Carter","-1","M","Loristad","Oman","2295505440494100","096 Gavin Row Apt. 171, Kennedyfurt, SD 91766","Yearly","Active","BeveragesBurst","Grocery","Beverages","603.00","2021-10-02","2","1","Animi quis repellat aut aut autem sint voluptas.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"139","John Thompson DVM","77","M","West Jacob","Bulgaria","2709234899190099","7982 Jennifer Forest, Warrenmouth, MP 26319","Yearly","Churned","MegaLaptop","Electronics","Laptop","-89.00","2020-05-18","4","1","Cumque optio cum nemo rem.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"140","Kathryn Forbes","150","F","West Jennifer","Senegal","2565209606888956","399 Joshua Corner, East Matthew, ND 96409","Yearly","Churned","FictionTales","Books","Fiction","-43.00","2023-08-11","3","1","Accusamus incidunt mollitia quia accusantium animi eligendi.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"141","Anthony Walker","150","M","New Jasmine","Gibraltar","2231615289649495","86069 Woodward Underpass, Lake Jeffrey, RI 87928","Monthly","Active","SnacksBurst","Grocery","Snacks","-58.00","2021-02-07","8","2","Sunt ipsa sunt quod eaque sunt quos fugiat quia.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"142","Melissa Reynolds","86","M","Dennisport","Trinidad and Tobago","5243580360940081","5292 Patrick Centers Suite 550, Morganshire, LA 47737","Yearly","Active","UltraPhone","Electronics","Phone","-52.00","2021-12-05","2","3","Quia cumque facilis aperiam quia.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"143","Richard Clarke","150","F","Wilsonville","Togo","2255824137546744","7159 Tyler Cove Apt. 455, West Deborahview, MT 26892","Monthly","Active","PhoneMaster","Electronics","Phone","-50.00","2020-11-16","10","3","Quis voluptates illo provident.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"144","Dennis Ewing","-4","M","New Alexis","Netherlands","2406337587170905","41387 Blake Glens, Lake Coreyfort, NM 85875","Yearly","Active","ShirtFits","Clothing","Shirt","217.00","2023-10-07","4","4","Ipsam unde maiores nihil iste.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"145","Alicia Martinez","63","M","South Adamport","Georgia","2275479366367969","666 Joshua Common Suite 011, West Debramouth, SD 87925","Yearly","Churned","TablePlus","Furniture","Table","-74.00","2020-11-10","7","3","Pariatur porro dolor aut suscipit.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"146","Thomas Dixon","150","M","South Michael","Macao","2227054782348528","85143 David Lock, Valentinefurt, ND 06584","Rarely","Active","JacketWear","Clothing","Jacket","60.00","2022-01-18","3","2","Cumque suscipit omnis velit.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"147","Regina Schneider","1","M","Port Rachelside","Rwanda","2472525045552404","02643 Robinson Parks, East Robert, WA 73970","Yearly","Churned","The Art of Fiction","Books","Fiction","-4.00","2021-12-05","6","1","Eum aliquam in sunt deleniti ea veritatis officia.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"148","Mariah Smith","5","M","Morenobury","Germany","5166902130316579","PSC 4797, Box 1755, APO AP 89199","Yearly","Active","FreshBeverages","Grocery","Beverages","-89.00","2023-11-08","2","4","Corrupti aliquid autem nesciunt.","2024-01-23 08:34:47","2024-01-23 08:34:47"
"149","Kyle Klein","11","M","Mcintyremouth","Nepal","2241610077557867","7693 Shepherd Loaf Suite 881, South Elizabeth, ID 97449","Yearly","Churned","ChairDeluxe","Furniture","Chair","968.00","2020-06-23","9","5","Et dolor amet sapiente commodi aut.","2024-01-23 08:34:47","2024-01-23 08:34:47"
